Age,Gender,AnnualIncome,SpendingScore,PurchaseHistory,MembershipDuration,FeedbackScore,ChurnIndicator,Age_Standardized,AnnualIncome_Standardized,SpendingScore_Standardized,PurchaseHistory_Standardized,MembershipDuration_Standardized,FeedbackScore_Standardized,Age_Normalized,AnnualIncome_Normalized,SpendingScore_Normalized,PurchaseHistory_Normalized,MembershipDuration_Normalized,FeedbackScore_Normalized
35,Female,80841,80,12,9,7,0,-0.6041872649121883,0.24544906774761155,1.0216327361929458,0.42260242108788043,1.5120671156391603,0.8264093275147462,0.33333333333333337,0.5643064790991412,0.8061224489795917,0.611111111111111,1.0,0.75
45,Female,65046,58,2,9,1,0,0.07582091169128771,-0.3731211845798082,0.2641025644287123,-1.4522974062762746,1.5120671156391603,-1.558610376712516,0.5294117647058824,0.38837838740936287,0.5816326530612245,0.05555555555555555,1.0,0.0
21,Female,85557,55,3,4,7,0,-1.5561987121570549,0.43013898924024285,0.16080299555177144,-1.264807423539859,-0.4029115009251256,0.8264093275147462,0.05882352941176472,0.6168342967888529,0.5510204081632653,0.1111111111111111,0.375,0.75
34,Female,85349,12,8,8,7,0,-0.6721880825725359,0.42199320813963487,-1.3198241583510484,-0.32735750985778156,1.1290713923263032,0.8264093275147462,0.3137254901960784,0.6145175482563126,0.11224489795918367,0.38888888888888884,0.875,0.75
57,Female,56722,96,19,4,6,0,0.8918307236154589,-0.6991090782406783,1.5725637702032973,1.735032300242789,-0.4029115009251256,0.42890604347686917,0.7647058823529412,0.29566389325135606,0.9693877551020408,1.0,0.375,0.625
68,Female,54411,88,2,5,6,1,1.6398397178792825,-0.7896134057575296,1.2970982531981217,-1.4522974062762746,-0.019915777612268423,0.42890604347686917,0.9803921568627451,0.26992348046914155,0.8877551020408162,0.05555555555555555,0.5,0.625
50,Female,40213,54,17,8,3,1,0.41582499999302575,-1.3456412906923003,0.12636980592612446,1.360052334769958,1.1290713923263032,-0.7636038086367618,0.6274509803921569,0.11178311669506913,0.5408163265306122,0.8888888888888888,0.875,0.25
61,Male,97707,37,18,8,8,0,1.1638339942568494,0.905962260261335,-0.4589944177098741,1.5475423175063734,1.1290713923263032,1.223912611552623,0.8431372549019608,0.7521635980886825,0.36734693877551017,0.9444444444444444,0.875,0.875
51,Female,63203,25,19,9,3,0,0.48382581765337335,-0.44529750462029155,-0.8721926932176378,1.735032300242789,1.5120671156391603,-0.7636038086367618,0.6470588235294118,0.367850658825364,0.24489795918367346,1.0,1.0,0.25
24,Male,39326,32,16,8,8,0,-1.352196259176012,-1.380378347597297,-0.631160365838109,1.1725623520335424,1.1290713923263032,1.223912611552623,0.11764705882352944,0.10190352078947662,0.31632653061224486,0.8333333333333333,0.875,0.875
32,Male,78822,7,19,5,9,0,-0.8081897178932311,0.16638016369892142,-1.4919901064792833,1.735032300242789,-0.019915777612268423,1.6214158955905003,0.27450980392156865,0.5418184248337623,0.061224489795918366,1.0,0.5,1.0
46,Male,57088,30,11,4,4,0,0.1438217293516353,-0.6847756364963391,-0.700026745089403,0.23511243835146495,-0.4029115009251256,-0.3661005245988848,0.5490196078431373,0.29974047961149913,0.2959183673469387,0.5555555555555555,0.375,0.375
60,Male,84861,47,9,9,2,1,1.0958331765965017,0.40288195248051606,-0.11466252145340437,-0.13986752712136605,1.5120671156391603,-1.1611070926746387,0.823529411764706,0.6090820997761219,0.4693877551020408,0.4444444444444444,1.0,0.125
27,Male,77427,37,10,2,3,0,-1.1481938061949692,0.11174860295205528,-0.4589944177098741,0.04762245561504946,-1.16890294755084,-0.7636038086367618,0.17647058823529416,0.5262806161660041,0.36734693877551017,0.5,0.125,0.25
28,Female,50498,42,13,5,8,1,-1.0801929885346215,-0.9428559127127175,-0.28682846958163927,0.610092403824296,-0.019915777612268423,1.223912611552623,0.1960784313725491,0.22633964870072737,0.4183673469387755,0.6666666666666666,0.5,0.875
34,Male,88281,67,10,8,4,0,-0.6721880825725359,0.5368173917308976,0.5740012710595351,0.04762245561504946,1.1290713923263032,-0.3661005245988848,0.3137254901960784,0.6471747919938518,0.673469387755102,0.5,0.875,0.375
20,Male,56410,92,3,7,1,1,-1.6241995298174023,-0.7113277498915902,1.4348310117007095,-1.264807423539859,0.7460756690134459,-1.558610376712516,0.03921568627450983,0.2921887704525457,0.9285714285714285,0.1111111111111111,0.75,0.0
34,Male,48688,90,10,3,7,1,-0.6721880825725359,-1.013739873251662,1.3659646324494155,0.04762245561504946,-0.7859072242379828,0.8264093275147462,0.3137254901960784,0.2061794811819873,0.9081632653061223,0.5,0.25,0.75
44,Female,86318,84,4,6,3,0,0.00782009403094011,0.4599415825939096,1.1593654946955336,-1.0773174408034436,0.36307994570058877,-0.7636038086367618,0.5098039215686275,0.6253104777180027,0.846938775510204,0.16666666666666666,0.625,0.25
21,Female,114204,57,19,2,9,1,-1.5561987121570549,1.5520245238033066,0.22966937480306537,1.735032300242789,-1.16890294755084,1.6214158955905003,0.05882352941176472,0.9359107160757845,0.5714285714285714,1.0,0.125,1.0
65,Female,86380,51,7,1,7,1,1.4358372648982398,0.462369651960437,0.023070237049183533,-0.514847492594197,-1.551898670863697,0.8264093275147462,0.9215686274509803,0.6260010469921253,0.510204081632653,0.33333333333333326,0.0,0.75
53,Male,92646,66,19,4,6,1,0.6198274529740685,0.7077613076162529,0.5395680814338881,1.735032300242789,-0.4029115009251256,0.42890604347686917,0.6862745098039217,0.6957930965349015,0.6632653061224489,1.0,0.375,0.625
63,Male,32219,87,16,8,9,0,1.2998356295775446,-1.6587055893377827,1.2626650635724745,1.1725623520335424,1.1290713923263032,1.6214158955905003,0.8823529411764707,0.02274423318965041,0.8775510204081631,0.8333333333333333,0.875,1.0
37,Male,105186,29,4,6,3,1,-0.4681856295914931,1.1988579182009849,-0.7344599347150499,-1.0773174408034436,0.36307994570058877,-0.7636038086367618,0.37254901960784315,0.8354663013332442,0.2857142857142857,0.16666666666666666,0.625,0.25
21,Male,92919,45,19,5,1,1,-1.5561987121570549,0.7184526453108009,-0.18352890070469832,1.735032300242789,-0.019915777612268423,-1.558610376712516,0.05882352941176472,0.6988338289838607,0.44897959183673464,1.0,0.5,0.0
41,Male,56614,57,7,2,7,0,-0.1961823589501027,-0.7033386184275323,0.22966937480306537,-0.514847492594197,-1.16890294755084,0.8264093275147462,0.4509803921568628,0.29446096612869094,0.5714285714285714,0.33333333333333326,0.125,0.75
42,Female,70081,57,14,1,9,0,-0.1281815412897551,-0.17593845457230212,0.22966937480306537,0.7975823865607115,-1.551898670863697,1.6214158955905003,0.47058823529411764,0.4444592953965762,0.5714285714285714,0.7222222222222221,0.0,1.0
44,Female,33847,96,9,1,4,0,0.00782009403094011,-1.5949491872618702,1.5725637702032973,-0.13986752712136605,-1.551898670863697,-0.3661005245988848,0.5098039215686275,0.04087724574241769,0.9693877551020408,0.4444444444444444,0.0,0.375
34,Female,51161,27,8,1,4,0,-0.6721880825725359,-0.9168912354545294,-0.8033263139663439,-0.32735750985778156,-1.551898670863697,-0.3661005245988848,0.3137254901960784,0.23372428464819955,0.26530612244897955,0.38888888888888884,0.0,0.375
66,Male,78072,49,12,8,3,0,1.5038380825585873,0.1370083568457676,-0.04579614220211042,0.42260242108788043,1.1290713923263032,-0.7636038086367618,0.9411764705882354,0.5334647642596986,0.48979591836734687,0.611111111111111,0.875,0.25
46,Male,58019,77,8,1,1,0,0.1438217293516353,-0.6483154335892909,0.9183331673160049,-0.32735750985778156,-1.551898670863697,-1.558610376712516,0.5490196078431373,0.31011015693743665,0.7755102040816326,0.38888888888888884,0.0,0.0
55,Female,46796,28,14,2,5,0,0.7558290882947637,-1.0878351513398847,-0.7688931243406969,0.7975823865607115,-1.16890294755084,0.03140275943899218,0.7254901960784313,0.18510598010714968,0.2755102040816326,0.7222222222222221,0.125,0.5
18,Male,89719,54,4,5,1,0,-1.7602011651380975,0.5931329360706779,0.12636980592612446,-1.0773174408034436,-0.019915777612268423,-1.558610376712516,0.0,0.6631915438678562,0.5408163265306122,0.16666666666666666,0.5,0.0
53,Male,41655,67,4,1,6,0,0.6198274529740685,-1.28916909671597,0.5740012710595351,-1.0773174408034436,-1.551898670863697,0.42890604347686917,0.6862745098039217,0.12784442142546865,0.673469387755102,0.16666666666666666,0.0,0.625
42,Female,115885,86,7,3,7,0,-0.1281815412897551,1.617856533563509,1.2282318739468276,-0.514847492594197,-0.7859072242379828,0.8264093275147462,0.47058823529411764,0.9546340539757856,0.8673469387755102,0.33333333333333326,0.25,0.75
44,Male,48076,52,1,2,2,1,0.00782009403094011,-1.0377072676438357,0.05750342667483051,-1.63978738901269,-1.16890294755084,-1.1611070926746387,0.5098039215686275,0.1993628941535514,0.520408163265306,0.0,0.125,0.125
34,Male,45446,87,1,9,3,0,-0.6721880825725359,-1.1407044036755618,1.2626650635724745,-1.63978738901269,1.5120671156391603,-0.7636038086367618,0.3137254901960784,0.17006939107383529,0.8775510204081631,0.0,1.0,0.25
52,Male,87263,62,17,2,8,0,0.5518266353137209,0.4969500592288834,0.40183532293130025,1.360052334769958,-1.16890294755084,1.223912611552623,0.6666666666666666,0.6358360900413229,0.6224489795918366,0.8888888888888888,0.125,0.875
18,Male,82905,53,15,8,4,0,-1.7602011651380975,0.3262802802074909,0.09193661630047748,0.9850723692971269,1.1290713923263032,-0.3661005245988848,0.0,0.5872957529989642,0.5306122448979591,0.7777777777777777,0.875,0.375
64,Male,30493,41,6,2,2,0,1.367836447237892,-1.726299907509174,-0.3212616592072862,-0.7023374753306125,-1.16890294755084,-1.1611070926746387,0.9019607843137255,0.0035196756552054453,0.4081632653061224,0.2777777777777778,0.125,0.125
54,Male,50024,18,2,5,1,0,0.6878282706344161,-0.9614188946439107,-1.1132250205971665,-1.4522974062762746,-0.019915777612268423,-1.558610376712516,0.7058823529411765,0.22106013521791917,0.173469387755102,0.05555555555555555,0.5,0.0
34,Female,32662,10,12,9,2,1,-0.6721880825725359,-1.641356642089853,-1.3886905376023424,0.42260242108788043,1.5120671156391603,-1.1611070926746387,0.3137254901960784,0.027678462035397255,0.09183673469387754,0.611111111111111,1.0,0.125
35,Female,77960,94,5,2,8,0,-0.6041872649121883,0.1326221670223633,1.5036973909520035,-0.889827458067028,-1.16890294755084,1.223912611552623,0.33333333333333337,0.5322172842806385,0.9489795918367346,0.22222222222222224,0.125,0.875
27,Female,114571,74,19,9,1,1,-1.1481938061949692,1.5663971279567832,0.815033598439064,1.735032300242789,1.5120671156391603,-1.558610376712516,0.17647058823529416,0.9399984406500261,0.7448979591836734,1.0,1.0,0.0
47,Male,117591,48,15,5,3,0,0.21182254701198291,1.6846676035521493,-0.08022933182775739,0.9850723692971269,-0.019915777612268423,-0.7636038086367618,0.5686274509803921,0.9736358472282554,0.47959183673469385,0.7777777777777777,0.5,0.25
22,Female,50861,56,5,5,5,0,-1.4881978944967071,-0.928639958195791,0.1952361851774184,-0.889827458067028,-0.019915777612268423,0.03140275943899218,0.07843137254901966,0.2303828204185741,0.5612244897959183,0.22222222222222224,0.5,0.5
23,Male,45452,9,3,8,7,0,-1.4201970768363597,-1.1404694292207365,-1.4231237272279893,-1.264807423539859,1.1290713923263032,0.8264093275147462,0.09803921568627455,0.17013622035842774,0.08163265306122448,0.1111111111111111,0.875,0.75
44,Female,109104,1,15,8,6,0,0.00782009403094011,1.3522962372018605,-1.6985892442331652,0.9850723692971269,1.1290713923263032,0.42890604347686917,0.5098039215686275,0.8791058241721523,0.0,0.7777777777777777,0.875,0.625
21,Female,100043,64,18,2,2,0,-1.5561987121570549,0.9974456480066247,0.4707017021825942,1.5475423175063734,-1.16890294755084,-1.1611070926746387,0.05882352941176472,0.7781824662233658,0.6428571428571428,0.9444444444444444,0.125,0.125
56,Female,93927,3,1,6,4,1,0.8238299059551113,0.7579283537214396,-1.6297228649818714,-1.63978738901269,0.36307994570058877,-0.3661005245988848,0.7450980392156864,0.710061148795402,0.020408163265306124,0.0,0.625,0.375
65,Male,80684,34,17,1,5,1,1.4358372648982398,0.239300569513018,-0.5622939865868151,1.360052334769958,-1.551898670863697,0.03140275943899218,0.9215686274509803,0.5625577794856373,0.336734693877551,0.8888888888888888,0.0,0.5
40,Male,34607,62,1,6,5,1,-0.2641831766104503,-1.5651857563173408,0.40183532293130025,-1.63978738901269,0.36307994570058877,0.03140275943899218,0.43137254901960786,0.04934228845746874,0.6224489795918366,0.0,0.625,0.5
62,Male,98123,63,3,4,7,1,1.231834811917197,0.9222538224625509,0.4362685125569472,-1.264807423539859,-0.4029115009251256,0.8264093275147462,0.8627450980392156,0.756797095153763,0.6326530612244897,0.1111111111111111,0.375,0.75
67,Female,69633,99,19,7,4,1,1.571838900218935,-0.19348321386591935,1.6758633390802382,1.735032300242789,0.7460756690134459,-0.3661005245988848,0.9607843137254902,0.43946937548033554,0.9999999999999999,1.0,0.75,0.375
27,Female,43627,84,18,2,6,0,-1.1481938061949692,-1.2119408258967441,1.1593654946955336,1.5475423175063734,-1.16890294755084,0.42890604347686917,0.17647058823529416,0.14980897962820644,0.846938775510204,0.9444444444444444,0.125,0.625
54,Female,45610,73,4,1,2,1,0.6878282706344161,-1.1342817685770055,0.780600408813417,-1.0773174408034436,-1.551898670863697,-1.1611070926746387,0.7058823529411765,0.17189605818603043,0.7346938775510203,0.16666666666666666,0.0,0.125
24,Female,37179,39,14,6,6,0,-1.352196259176012,-1.464460040015592,-0.3901280384585802,0.7975823865607115,0.36307994570058877,0.42890604347686917,0.11764705882352944,0.07798977511945737,0.38775510204081626,0.7222222222222221,0.625,0.625
57,Male,107520,98,16,2,4,1,0.8918307236154589,1.2902629811279998,1.6414301494545913,1.1725623520335424,-1.16890294755084,-0.3661005245988848,0.7647058823529412,0.8614628930397301,0.9897959183673468,0.8333333333333333,0.125,0.375
21,Female,49105,47,8,8,1,0,-1.5561987121570549,-0.9974091486413086,-0.11466252145340437,-0.32735750985778156,1.1290713923263032,-1.558610376712516,0.05882352941176472,0.21082411646116667,0.4693877551020408,0.38888888888888884,0.875,0.0
58,Male,99801,26,13,8,8,1,0.9598315412758065,0.9879683449953405,-0.8377595035919908,0.610092403824296,1.1290713923263032,1.223912611552623,0.7843137254901961,0.7754870184114679,0.2551020408163265,0.6666666666666666,0.875,0.875
37,Male,115809,4,15,3,6,0,-0.4681856295914931,1.614880190469056,-1.5952896753562242,0.9850723692971269,-0.7859072242379828,0.42890604347686917,0.37254901960784315,0.9537875497042805,0.030612244897959183,0.7777777777777777,0.25,0.625
67,Male,84285,54,1,7,6,0,1.571838900218935,0.38032440481729396,0.12636980592612446,-1.63978738901269,0.7460756690134459,0.42890604347686917,0.9607843137254902,0.6026664884552411,0.5408163265306122,0.0,0.75,0.625
60,Male,32773,1,8,5,1,0,1.0958331765965017,-1.6370096146755864,-1.6985892442331652,-0.32735750985778156,-0.019915777612268423,-1.558610376712516,0.823529411764706,0.028914803800358657,0.0,0.38888888888888884,0.5,0.0
58,Female,72630,82,9,5,6,0,0.9598315412758065,-0.07611347368071662,1.0904991154442398,-0.13986752712136605,-0.019915777612268423,0.42890604347686917,0.7843137254901961,0.47285060313429345,0.8265306122448979,0.4444444444444444,0.5,0.625
65,Male,65910,58,13,4,8,0,1.4358372648982398,-0.33928486308497496,0.2641025644287123,0.610092403824296,-0.4029115009251256,1.223912611552623,0.9215686274509803,0.39800180439068406,0.5816326530612245,0.6666666666666666,0.375,0.875
68,Male,41659,59,1,7,9,0,1.6398397178792825,-1.2890124470794198,0.29853575405435934,-1.63978738901269,0.7460756690134459,1.6214158955905003,0.9803921568627451,0.1278889742818637,0.5918367346938775,0.0,0.75,1.0
60,Male,75554,35,9,2,8,0,1.0958331765965017,0.038397410637445784,-0.527860796961168,-0.13986752712136605,-1.16890294755084,1.223912611552623,0.823529411764706,0.5054187411590425,0.346938775510204,0.4444444444444444,0.125,0.875
43,Male,42099,29,16,5,9,0,-0.06018072362940749,-1.271780987058903,-0.7344599347150499,1.1725623520335424,-0.019915777612268423,1.6214158955905003,0.4901960784313726,0.1327897884853143,0.2857142857142857,0.8333333333333333,0.5,1.0
52,Male,39633,89,1,3,3,0,0.5518266353137209,-1.3683554879920727,1.3315314428237686,-1.63978738901269,-0.7859072242379828,-0.7636038086367618,0.6666666666666666,0.10532295251779333,0.8979591836734693,0.0,0.25,0.25
19,Female,70797,84,8,1,5,0,-1.69220034747775,-0.1478981696298246,1.1593654946955336,-0.32735750985778156,-1.551898670863697,0.03140275943899218,0.019607843137254943,0.4524342566912822,0.846938775510204,0.38888888888888884,0.0,0.5
50,Female,61921,58,10,2,6,0,0.41582499999302575,-0.49550371313461583,0.2641025644287123,0.04762245561504946,-1.16890294755084,0.42890604347686917,0.6274509803921569,0.35357146835076464,0.5816326530612245,0.5,0.125,0.625
43,Male,49083,99,2,9,6,1,-0.06018072362940749,-0.9982707216423343,1.6758633390802382,-1.4522974062762746,1.5120671156391603,0.42890604347686917,0.4901960784313726,0.21057907575099416,0.9999999999999999,0.05555555555555555,1.0,0.625
20,Female,115269,88,17,9,7,0,-1.6241995298174023,1.593732489534785,1.2970982531981217,1.360052334769958,1.5120671156391603,0.8264093275147462,0.03921568627450983,0.9477729140909548,0.8877551020408162,0.8888888888888888,1.0,0.75
56,Female,32552,86,12,4,4,1,0.8238299059551113,-1.6456645070949825,1.2282318739468276,0.42260242108788043,-0.4029115009251256,-0.3661005245988848,0.7450980392156864,0.026453258484534614,0.8673469387755102,0.611111111111111,0.375,0.375
20,Female,49939,95,8,4,4,0,-1.6241995298174023,-0.9647476994206015,1.5381305805776504,-0.32735750985778156,-0.4029115009251256,-0.3661005245988848,0.03921568627450983,0.22011338701952526,0.9591836734693877,0.38888888888888884,0.375,0.375
50,Male,63988,25,17,6,3,0,0.41582499999302575,-0.4145550134473239,-0.8721926932176378,1.360052334769958,0.36307994570058877,-0.7636038086367618,0.6274509803921569,0.37659415689288384,0.24489795918367346,0.8888888888888888,0.625,0.25
40,Male,47619,56,12,5,4,0,-0.2641831766104503,-1.0556044886196907,0.1952361851774184,0.42260242108788043,-0.019915777612268423,-0.3661005245988848,0.43137254901960786,0.19427273031042208,0.5612244897959183,0.611111111111111,0.5,0.375
47,Male,54622,14,14,1,2,1,0.21182254701198291,-0.781350137429509,-1.2509577790997546,0.7975823865607115,-1.551898670863697,-1.1611070926746387,0.5686274509803921,0.27227364364397816,0.13265306122448978,0.7222222222222221,0.0,0.125
64,Female,85018,36,14,1,9,0,1.367836447237892,0.40903045071510963,-0.4934276073355211,0.7975823865607115,-1.551898670863697,1.6214158955905003,0.9019607843137255,0.6108307993896258,0.3571428571428571,0.7222222222222221,0.0,1.0
66,Male,108921,36,13,5,4,0,1.5038380825585873,1.345129516329691,-0.4934276073355211,0.610092403824296,-0.019915777612268423,-0.3661005245988848,0.9411764705882354,0.8770675309920808,0.3571428571428571,0.6666666666666666,0.5,0.375
63,Male,92144,79,19,3,3,0,1.2998356295775446,0.6881017782292086,0.9871995465672988,1.735032300242789,-0.7859072242379828,-0.7636038086367618,0.8823529411764707,0.6902017130573284,0.7959183673469387,1.0,0.25,0.25
20,Male,81893,81,1,3,7,0,-1.6241995298174023,0.286647922160302,1.0560659258185927,-1.63978738901269,-0.7859072242379828,0.8264093275147462,0.03921568627450983,0.5760238803310278,0.8163265306122448,0.0,0.25,0.75
66,Male,74748,74,7,3,4,0,1.5038380825585873,0.006832508872589796,0.815033598439064,-0.514847492594197,-0.7859072242379828,-0.3661005245988848,0.9411764705882354,0.4964413405954489,0.7448979591836734,0.33333333333333326,0.25,0.375
45,Female,51003,48,13,9,1,1,0.07582091169128771,-0.9230788960982605,-0.08022933182775739,0.610092403824296,1.5120671156391603,-1.558610376712516,0.5294117647058824,0.23196444682059686,0.47959183673469385,0.6666666666666666,1.0,0.0
34,Male,30725,52,16,8,7,0,-0.6721880825725359,-1.717214228589265,0.05750342667483051,1.1725623520335424,1.1290713923263032,0.8264093275147462,0.3137254901960784,0.006103741326115797,0.520408163265306,0.8333333333333333,0.875,0.75
25,Male,52455,4,18,4,1,1,-1.2841954415156644,-0.8662150780305548,-1.5952896753562242,1.5475423175063734,-0.4029115009251256,-1.558610376712516,0.13725490196078433,0.2481371336919838,0.030612244897959183,0.9444444444444444,0.375,0.0
60,Male,85745,66,9,1,7,0,1.0958331765965017,0.43750152215810006,0.5395680814338881,-0.13986752712136605,-1.551898670863697,0.8264093275147462,0.823529411764706,0.6189282810394181,0.6632653061224489,0.4444444444444444,0.0,0.75
31,Male,82211,22,3,6,6,1,-0.8761905355535787,0.29910156826603923,-0.9754922620945787,-1.264807423539859,0.36307994570058877,0.42890604347686917,0.2549019607843137,0.5795658324144308,0.21428571428571425,0.1111111111111111,0.625,0.625
28,Female,104836,5,1,9,9,1,-1.0801929885346215,1.1851510750028464,-1.5608564857305773,-1.63978738901269,1.5120671156391603,1.6214158955905003,0.1960784313725491,0.8315679263986813,0.04081632653061224,0.0,1.0,1.0
26,Female,98751,21,11,8,5,0,-1.2161946238553167,0.9468478154009251,-1.0099254517202256,0.23511243835146495,1.1290713923263032,0.03140275943899218,0.1568627450980392,0.763791893607779,0.2040816326530612,0.5555555555555555,0.875,0.5
66,Male,114490,45,16,5,7,0,1.5038380825585873,1.5632249728166427,-0.18352890070469832,1.1725623520335424,-0.019915777612268423,0.8264093275147462,0.9411764705882354,0.9390962453080274,0.44897959183673464,0.8333333333333333,0.5,0.75
57,Female,87529,96,17,7,8,0,0.8918307236154589,0.5073672600594686,1.5725637702032973,1.360052334769958,0.7460756690134459,1.223912611552623,0.7647058823529412,0.6387988549915906,0.9693877551020408,0.8888888888888888,0.75,0.875
20,Female,116051,17,9,9,8,0,-1.6241995298174023,1.6243574934803402,-1.1476582102228137,-0.13986752712136605,1.5120671156391603,1.223912611552623,0.03921568627450983,0.9564829975161782,0.16326530612244897,0.4444444444444444,1.0,0.875
37,Female,72758,53,15,1,8,1,-0.4681856295914931,-0.0711006853111117,0.09193661630047748,0.9850723692971269,-1.551898670863697,1.223912611552623,0.37254901960784315,0.47427629453893366,0.5306122448979591,0.7777777777777777,0.0,0.875
43,Female,85041,14,18,1,2,0,-0.06018072362940749,0.409931186125273,-1.2509577790997546,1.5475423175063734,-1.551898670863697,-1.1611070926746387,0.4901960784313726,0.6110869783138972,0.13265306122448978,0.9444444444444444,0.0,0.125
49,Male,50381,30,3,2,9,1,0.34782418233267814,-0.9474379145818095,-0.700026745089403,-1.264807423539859,-1.16890294755084,1.6214158955905003,0.607843137254902,0.22503647765117346,0.2959183673469387,0.1111111111111111,0.125,1.0
49,Female,93898,38,2,4,3,0,0.34782418233267814,0.756792643856451,-0.42456122808422714,-1.4522974062762746,-0.4029115009251256,-0.7636038086367618,0.607843137254902,0.7097381405865384,0.37755102040816324,0.05555555555555555,0.375,0.25
32,Male,64389,78,5,6,4,1,-0.8081897178932311,-0.3988508873831709,0.9527663569416518,-0.889827458067028,0.36307994570058877,-0.3661005245988848,0.27450980392156865,0.38106058074648314,0.7857142857142856,0.22222222222222224,0.625,0.375
19,Male,102214,98,9,1,4,0,-1.69220034747775,1.0824672382442206,1.6414301494545913,-0.13986752712136605,-1.551898670863697,-0.3661005245988848,0.019607843137254943,0.802363529031755,0.9897959183673468,0.4444444444444444,0.0,0.375
24,Male,77581,81,1,5,1,0,-1.352196259176012,0.11777961395923621,1.0560659258185927,-1.63978738901269,-0.019915777612268423,-1.558610376712516,0.11764705882352944,0.5279959011372117,0.8163265306122448,0.0,0.5,0.0
26,Female,33676,70,3,7,4,0,-1.2161946238553167,-1.6016459592243892,0.677300839936476,-1.264807423539859,0.7460756690134459,-0.3661005245988848,0.1568627450980392,0.038972611131531165,0.7040816326530611,0.1111111111111111,0.75,0.375
61,Male,76469,36,8,3,3,0,1.1638339942568494,0.07423101499829346,-0.4934276073355211,-0.32735750985778156,-0.7859072242379828,-0.7636038086367618,0.8431372549019608,0.5156102070594002,0.3571428571428571,0.38888888888888884,0.25,0.25
61,Male,42547,16,6,8,4,0,1.1638339942568494,-1.2542362277652856,-1.1820913998484606,-0.7023374753306125,1.1290713923263032,-0.3661005245988848,0.8431372549019608,0.1377797084015549,0.1530612244897959,0.2777777777777778,0.875,0.375
61,Female,90935,52,6,2,9,0,1.1638339942568494,0.6407544255819246,0.05750342667483051,-0.7023374753306125,-1.16890294755084,1.6214158955905003,0.8431372549019608,0.6767356122119379,0.520408163265306,0.2777777777777778,0.125,1.0
36,Male,112204,85,14,9,1,0,-0.5361864472518407,1.4736997055282297,1.1937986843211807,0.7975823865607115,1.5120671156391603,-1.558610376712516,0.3529411764705882,0.9136342878782817,0.8571428571428571,0.7222222222222221,1.0,0.0
66,Male,53720,52,15,8,2,0,1.5038380825585873,-0.8166746304715686,0.05750342667483051,0.9850723692971269,1.1290713923263032,-1.1611070926746387,0.9411764705882354,0.2622269745269044,0.520408163265306,0.7777777777777777,0.875,0.125
46,Female,45865,91,12,5,7,0,0.1438217293516353,-1.1242953542469332,1.4003978220750626,0.42260242108788043,-0.019915777612268423,0.8264093275147462,0.5490196078431373,0.17473630278121205,0.9183673469387754,0.611111111111111,0.5,0.75
44,Female,64835,73,14,6,5,1,0.00782009403094011,-0.3813844529078288,0.780600408813417,0.7975823865607115,0.36307994570058877,0.03140275943899218,0.5098039215686275,0.38602822423452626,0.7346938775510203,0.7222222222222221,0.625,0.5
20,Female,42765,30,14,5,7,0,-1.6241995298174023,-1.2456988225733023,-0.700026745089403,0.7975823865607115,-0.019915777612268423,0.8264093275147462,0.03921568627450983,0.14020783907508272,0.2959183673469387,0.7222222222222221,0.5,0.75
25,Male,107041,26,4,8,6,0,-1.2841954415156644,1.2715041871511188,-0.8377595035919908,-1.0773174408034436,1.1290713923263032,0.42890604347686917,0.13725490196078433,0.8561276884864282,0.2551020408163265,0.16666666666666666,0.875,0.625
33,Female,102288,42,10,1,3,0,-0.7401889002328835,1.0853652565203986,-0.28682846958163927,0.04762245561504946,-1.551898670863697,-0.7636038086367618,0.2941176470588236,0.8031877568750627,0.4183673469387755,0.5,0.0,0.25
31,Male,100121,71,17,5,4,0,-0.8761905355535787,1.0005003159193528,0.7117340295621231,1.360052334769958,-0.019915777612268423,-0.3661005245988848,0.2549019607843137,0.7790512469230684,0.7142857142857142,0.8888888888888888,0.5,0.375
45,Female,41381,61,1,8,8,0,0.07582091169128771,-1.2998995968196554,0.3674021333056533,-1.63978738901269,1.1290713923263032,1.223912611552623,0.5294117647058824,0.1247925507624108,0.6122448979591836,0.0,0.875,0.875
61,Male,59073,41,14,5,4,0,1.1638339942568494,-0.6070382543583254,-0.3212616592072862,0.7975823865607115,-0.019915777612268423,-0.3661005245988848,0.8431372549019608,0.32184983459752065,0.4081632653061224,0.7222222222222221,0.5,0.375
40,Female,71907,89,11,2,4,0,-0.2641831766104503,-0.10442789548715692,1.3315314428237686,0.23511243835146495,-1.16890294755084,-0.3661005245988848,0.43137254901960786,0.4647976743408962,0.8979591836734693,0.5555555555555555,0.125,0.375
65,Male,100778,39,5,4,6,0,1.4358372648982398,1.0262300187227156,-0.3901280384585802,-0.889827458067028,-0.4029115009251256,0.42890604347686917,0.9215686274509803,0.786369053585948,0.38775510204081626,0.22222222222222224,0.375,0.625
65,Male,85620,85,4,5,4,0,1.4358372648982398,0.4326062210159078,1.1937986843211807,-1.0773174408034436,-0.019915777612268423,-0.3661005245988848,0.9215686274509803,0.6175360042770743,0.8571428571428571,0.16666666666666666,0.5,0.375
20,Male,32620,76,10,7,7,0,-1.6241995298174023,-1.6430014632736298,0.8838999776903579,0.04762245561504946,0.7460756690134459,0.8264093275147462,0.03921568627450983,0.02721065704324971,0.7653061224489796,0.5,0.75,0.75
